證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2901","欣欣","9000","226800","25.20","25.25","25.15","25.20","0.0000","8"
"2903","遠百","227000","4811950","21.20","21.25","21.15","21.25","0.0500","143"
"2904","匯僑","36000","906200","25.20","25.20","25.15","25.15","0.0000","24"
"2905","三商","174000","3892750","22.30","22.45","22.30","22.40","0.0000","106"
"2906","高林","264000","4063150","15.40","15.45","15.35","15.45","0.1000","110"
"2908","特力","125000","2649100","21.20","21.30","21.10","21.15","0.0500","91"
"2910","統領","43000","1577850","36.20","37.85","36.20","37.85","1.6500","32"
"2911","麗嬰房","88000","713180","8.15","8.15","8.09","8.10","-0.0400","64"
"2912","統一超","1319000","360662500","273.00","275.00","271.00","273.00","1.0000","811"
"2913","農林","700000","13919100","19.85","19.95","19.80","19.90","0.0500","258"
"2915","潤泰全","8979000","847721700","94.30","95.20","94.00","94.40","0.3000","3993"
"2923","鼎固-KY","19000","510500","26.60","27.35","26.50","27.05","0.4500","16"
"2929","淘帝-KY","1252000","15982650","12.10","13.10","12.10","12.80","0.8000","626"
"2936","客思達-KY","15000","404650","26.95","27.10","26.90","27.10","0.1000","12"
"2939","凱羿-KY","2218000","85187900","39.20","39.20","36.50","38.00","2.3500","941"
"2945","三商家購","62000","4472400","72.50","72.50","71.80","72.00","0.4000","58"
"3002","歐格","196000","2460200","12.40","12.60","12.40","12.55","0.0500","92"
"3003","健和興","4075000","384029900","93.10","95.10","92.50","95.10","3.3000","2915"
"3004","豐達科","30000","1735700","57.40","58.20","57.40","57.50","0.4000","26"
"3005","神基","469000","25296900","54.10","54.10","53.80","54.00","0.2000","282"
"3006","晶豪科","9537000","1603330000","167.00","170.00","165.50","169.00","4.0000","5655"
"3008","大立光","1342000","3312685000","2515.00","2535.00","2435.00","2460.00","-15.0000","1278"
"3010","華立","5895000","603009400","101.50","105.00","99.90","104.50","4.7000","3947"
"3011","今皓","607000","6979650","11.40","11.70","11.40","11.65","0.3500","233"
"3013","晟銘電","4585000","71929100","14.95","16.20","14.80","15.35","0.6000","2172"
"3014","聯陽","886000","94282500","106.00","107.00","106.00","106.50","1.0000","659"
"3015","全漢","100000","4485950","45.00","45.00","44.80","44.80","-0.0500","68"
"3016","嘉晶","10727000","1456408500","133.50","138.50","133.00","134.00","3.0000","7219"
"3017","奇鋐","3493000","305392800","87.60","88.30","86.80","87.00","-0.1000","2077"
"3018","同開","3978000","85539550","22.30","22.50","20.30","21.20","0.3000","1784"
"3019","亞光","2991000","281673200","94.90","95.30","93.60","93.80","-0.2000","2006"
"3021","鴻名","807000","20913750","25.80","26.45","25.55","25.60","0.0500","372"
"3022","威強電","349000","15880800","44.95","45.70","44.95","45.65","0.9000","255"
"3023","信邦","968000","258207000","265.00","270.00","263.00","263.50","1.5000","833"
"3024","憶聲","548000","7542400","13.80","13.90","13.65","13.80","0.1000","252"
"3025","星通","429000","10387650","24.35","24.60","24.05","24.05","-0.3000","263"
"3026","禾伸堂","314000","37388500","119.00","119.50","118.50","119.50","0.5000","245"
"3027","盛達","255000","5734450","22.65","22.65","22.40","22.40","0.1000","134"
"3028","增你強","1107000","37066750","33.60","33.80","33.15","33.70","0.3000","604"
"3029","零壹","453000","19625650","43.40","43.55","43.05","43.25","-0.1500","260"
"3030","德律","247000","14065900","57.10","57.20","56.80","56.90","-0.1000","166"
"3031","佰鴻","1121000","28397400","25.15","25.60","25.15","25.20","0.4000","614"
"3032","偉訓","112000","3550300","31.80","31.90","31.50","31.90","0.3000","57"
"3033","威健","15009000","480299900","32.15","32.50","31.55","31.70","-0.3500","6453"
"3034","聯詠","6203000","3328807000","535.00","539.00","531.00","538.00","6.0000","3652"
"3035","智原","53481000","13198010000","248.50","251.50","241.00","243.00","0.0000","31729"
"3036","文曄","1453000","94425600","65.30","65.40","64.70","64.90","0.0000","806"
"3036A","文曄甲特","10000","489800","48.95","49.00","48.95","49.00","0.0000","9"
"3037","欣興","53080000","12546081500","230.00","240.00","229.00","240.00","12.5000","31393"
"3038","全台","489000","9414350","19.30","19.35","19.20","19.25","0.1000","234"
"3040","遠見","10000","380850","37.95","38.20","37.95","38.00","0.1000","10"
"3041","揚智","20857000","801991700","38.55","39.40","37.80","37.80","-0.7000","10106"
"3042","晶技","13924000","1535415500","112.50","113.00","108.00","108.50","-2.5000","8809"
"3043","科風","503000","1952070","3.75","3.92","3.75","3.87","0.1200","91"
"3044","健鼎","1259000","154631500","122.50","123.50","121.50","123.00","1.5000","648"
"3045","台灣大","2061000","205055700","99.10","99.60","99.10","99.50","0.3000","1289"
"3046","建碁","3552000","178477750","48.20","52.00","48.20","51.50","4.0000","2412"
"3047","訊舟","10783000","144309750","13.10","13.55","13.00","13.25","0.1000","2854"
"3048","益登","527000","17016100","32.50","32.55","32.15","32.20","-0.3000","333"
"3049","和鑫","22886000","351746650","15.05","15.50","15.05","15.45","0.4500","6617"
"3050","鈺德","1080000","19831150","18.50","18.60","18.25","18.25","-0.2500","599"
"3052","夆典","214000","2259800","10.50","10.65","10.50","10.60","0.0500","44"
"3054","立萬利","178000","4418800","24.95","25.00","24.40","24.65","0.0000","113"
"3055","蔚華科","39000","1117300","28.50","28.75","28.50","28.75","0.2500","29"
"3056","總太","493000","19841750","40.30","40.40","40.15","40.25","0.1000","239"
"3057","喬鼎","1054000","16293600","15.60","15.70","15.25","15.30","-0.6000","525"
"3058","立德","898000","14855900","16.65","16.70","16.30","16.45","0.0500","375"
"3059","華晶科","50452000","2469275500","47.15","50.00","47.10","50.00","2.8500","25649"
"3060","銘異","2610000","69795750","26.90","27.30","26.40","26.40","-0.1500","1327"
"3062","建漢","21907000","677128850","29.90","31.50","29.85","31.15","1.5000","10485"
"3090","日電貿","480000","25678600","53.40","53.80","53.10","53.80","0.5000","329"
"3092","鴻碩","345000","18315900","53.00","53.70","52.50","52.90","-0.1000","253"
"3094","聯傑","1998000","72168800","36.00","36.65","35.30","36.10","0.5500","1091"
"3130","一零四","17000","2994000","176.00","177.00","176.00","177.00","1.0000","7"
"3138","耀登","593000","134590500","230.00","231.50","224.00","224.00","-4.0000","508"
"3149","正達","543000","17211900","32.30","32.30","31.50","31.60","-0.3000","328"
"3164","景岳","107000","2553250","24.20","24.20","23.60","23.65","-0.5500","71"
"3167","大量","6761000","739389000","103.00","111.50","102.50","111.50","10.0000","2958"
"3189","景碩","8576000","2027657500","234.50","239.00","233.50","237.50","5.5000","5581"
"3209","全科","307000","8911350","29.05","29.20","28.95","29.00","0.0000","157"
"3229","晟鈦","309000","1985600","6.20","6.60","6.15","6.28","0.0700","141"
"3231","緯創","7911000","229391200","29.10","29.15","28.95","28.95","0.0000","1983"
"3257","虹冠電","179000","11918900","67.20","67.20","66.20","66.40","-0.2000","136"
"3266","昇陽","256000","3498900","13.65","13.70","13.60","13.70","0.2000","58"
"3296","勝德","641000","12024200","18.50","19.20","18.30","19.10","0.6500","352"
"3305","昇貿","11726000","973770000","80.50","85.00","79.70","85.00","5.7000","7790"
"3308","聯德","1002000","12329750","12.90","12.90","11.80","12.20","0.4500","492"
"3311","閎暉","77000","2716050","35.20","35.60","35.00","35.25","0.2500","54"
"3312","弘憶股","1150000","27783050","24.10","24.35","23.95","24.05","0.1000","533"
"3321","同泰","406000","5729650","14.25","14.30","14.05","14.10","-0.1000","186"
"3338","泰碩","3505000","193159500","52.70","56.80","52.20","55.50","2.9000","2320"
"3346","麗清","336000","15085300","44.90","45.25","44.65","44.80","0.1500","237"
"3356","奇偶","484000","15588900","32.25","32.50","31.90","32.00","0.1500","303"
"3376","新日興","937000","85814200","91.70","92.40","90.60","92.20","0.9000","803"
"3380","明泰","1767000","57846100","33.00","33.00","32.55","32.80","0.2500","892"
"3383","新世紀","364000","1900080","5.22","5.22","5.22","5.22","0.4700","79"
"3406","玉晶光","1256000","689528000","553.00","557.00","543.00","544.00","0.0000","1087"
"3413","京鼎","2522000","606112000","235.50","245.00","235.00","243.00","9.0000","1794"
"3416","融程電","53000","4150700","77.70","78.70","77.70","78.50","0.1000","33"
"3419","譁裕","4208000","110161100","26.05","26.75","25.80","26.05","0.1500","2017"
"3432","台端","140000","2100550","14.95","15.15","14.85","15.00","0.0500","89"
"3437","榮創","758000","19565350","25.60","26.05","25.60","25.65","0.3500","386"
"3443","創意","845000","514850000","611.00","617.00","602.00","603.00","-3.0000","764"
"3450","聯鈞","241000","13341700","55.50","55.70","55.10","55.50","0.5000","145"
"3454","晶睿","47000","3423600","72.40","73.20","72.40","72.70","0.3000","41"
"3481","群創","68284000","1304263100","19.10","19.20","19.00","19.05","0.0500","13669"
"3494","誠研","35000","172760","4.99","5.00","4.88","4.88","-0.0200","21"
"3501","維熹","122000","5826750","47.95","48.00","47.60","47.85","0.2000","87"
"3504","揚明光","1717000","208097000","123.00","124.00","120.00","120.50","-2.5000","1359"
"3515","華擎","1703000","456492000","270.50","272.00","265.00","267.50","-2.5000","1315"
"3518","柏騰","3125000","77608800","23.05","25.20","23.05","25.20","2.2500","1057"
"3528","安馳","4000","198900","49.75","49.75","49.70","49.75","0.2500","4"
"3530","晶相光","752000","104198500","138.50","140.00","137.00","137.00","0.0000","555"
"3532","台勝科","7473000","2240801500","292.50","307.00","291.00","294.50","8.5000","5804"
"3533","嘉澤","909000","677722000","738.00","756.00","726.00","756.00","26.0000","830"
"3535","晶彩科","209000","3732300","17.80","17.95","17.80","17.90","0.1500","113"
"3536","誠創","24000","140960","5.77","5.95","5.77","5.94","0.0400","14"
"3543","州巧","76000","1992100","26.60","26.60","26.00","26.25","-0.4000","45"
"3545","敦泰","2277000","390042500","172.00","173.00","170.50","170.50","-0.5000","1703"
"3550","聯穎","202000","3658250","18.10","18.20","18.05","18.15","0.0500","115"
"3557","嘉威","49000","3757200","76.50","77.20","76.50","76.90","-0.1000","43"
"3563","牧德","188000","45092000","242.00","242.00","237.50","240.50","0.0000","167"
"3576","聯合再生","3243000","70619550","21.90","21.90","21.70","21.75","0.0500","1125"
"3583","辛耘","1394000","115096000","82.00","83.20","81.90","82.60","1.4000","960"
"3588","通嘉","3307000","497611000","150.00","153.00","147.50","147.50","0.5000","2383"
"3591","艾笛森","1611000","38202550","23.50","24.00","23.45","23.60","0.3500","897"
"3593","力銘","38000","591050","15.60","15.65","15.50","15.60","0.0000","30"
"3596","智易","8566000","1084741500","128.00","130.00","124.00","124.50","-2.5000","5488"
"3605","宏致","4815000","241815850","48.90","50.90","48.90","50.90","2.4500","2804"
"3607","谷崧","7106000","133037650","19.00","19.20","18.10","18.10","-0.7000","3080"
"3617","碩天","18000","1257200","69.80","70.00","69.70","70.00","0.0000","18"
"3622","洋華","160000","4509700","28.45","28.45","28.00","28.20","-0.1500","89"
"3645","達邁","929000","40300900","42.70","43.85","42.60","43.70","1.2500","533"
"3653","健策","865000","355654500","411.00","416.00","406.00","413.00","8.0000","768"
"3661","世芯-KY","1181000","1210725000","1015.00","1045.00","1010.00","1020.00","10.0000","1089"
"3665","貿聯-KY","462000","116457500","252.50","253.50","251.00","252.50","1.5000","300"
"3669","圓展","6480000","374805100","54.50","59.20","54.00","59.20","5.3000","3185"
"3673","TPK-KY","1125000","48389400","43.15","43.55","42.75","42.95","0.1500","720"
"3679","新至陞","90000","8007600","89.00","89.30","88.70","89.20","0.5000","70"
"3682","亞太電","2067000","16965500","8.24","8.25","8.18","8.19","-0.0200","558"
"3686","達能","605000","9660050","16.15","16.20","15.90","15.95","-0.1000","298"
"3694","海華","3477000","99576700","29.50","29.55","28.15","28.30","-0.8000","2031"
"3701","大眾控","3269000","241706900","74.30","75.20","73.00","73.60","0.1000","1955"
"3702","大聯大","5137000","261368800","50.80","51.10","50.70","50.90","0.2000","1505"
"3702A","大聯大甲特","76000","3766050","49.60","49.60","49.55","49.60","0.0000","33"
"3703","欣陸","632000","15942900","25.30","25.30","25.10","25.30","0.0000","304"
"3704","合勤控","4805000","166024850","34.95","34.95","34.35","34.35","-0.1000","2459"
"3705","永信","131000","5605000","42.85","42.90","42.75","42.75","-0.1000","109"
"3706","神達","6941000","235084350","33.90","34.05","33.65","34.00","0.3000","2784"
"3708","上緯投控","736000","69082300","93.60","94.80","93.00","93.00","-0.6000","558"
"3711","日月光投控","10166000","1059266500","104.00","105.50","103.50","103.50","0.5000","4768"
"3712","永崴投控","417000","13567200","32.55","32.75","32.30","32.55","0.0000","236"
"3714","富采","2459000","188263800","76.40","77.00","76.20","76.80","0.9000","1337"
"4104","佳醫","57000","3256700","57.10","57.30","57.00","57.00","-0.1000","49"
"4106","雃博","241000","6890350","28.80","28.90","28.50","28.55","-0.2000","172"
"4108","懷特","192000","4419800","23.10","23.10","22.90","23.05","0.0500","118"
"4119","旭富","1194000","99101300","79.70","85.80","79.70","84.50","4.8000","849"
"4133","亞諾法","319000","13151400","41.60","41.75","41.05","41.20","-0.2500","218"
"4137","麗豐-KY","95000","22781000","240.50","241.50","239.00","240.00","0.0000","75"
"4141","龍燈-KY","3829000","94691400","24.80","25.10","24.50","24.60","0.1000","1315"
"4142","國光生","758000","33689200","44.40","44.85","44.35","44.40","0.0000","461"
"4148","全宇生技-KY","19000","768450","40.45","40.80","40.20","40.20","0.5000","13"
"4155","訊映","85000","1982700","23.40","23.45","23.25","23.25","-0.1500","56"
"4164","承業醫","102000","3848750","37.80","37.80","37.65","37.80","0.1000","48"
"4190","佐登-KY","13000","939200","71.80","72.80","71.80","72.20","-0.2000","12"
"4306","炎洲","844000","12905800","15.35","15.40","15.20","15.25","-0.0500","379"
"4414","如興","2575000","17719760","6.99","6.99","6.81","6.88","-0.0200","664"
"4426","利勤","102000","2189750","21.50","21.60","21.25","21.55","0.2500","72"
"4438","廣越","33000","4383000","132.50","133.50","132.50","132.50","-1.5000","30"
"4439","冠星-KY","6000","804000","133.50","134.50","133.50","134.50","0.0000","6"
"4440","宜新實業","246000","11461150","46.00","47.00","46.00","46.85","1.0500","139"
"4526","東台","92000","1595250","17.40","17.40","17.30","17.35","0.0500","73"
"4532","瑞智","491000","9339000","18.95","19.15","18.95","18.95","0.0500","192"
"4536","拓凱","24000","3331000","139.50","139.50","138.00","139.50","0.0000","23"
"4540","全球傳動","57000","2738000","47.80","48.35","47.80","47.95","0.0500","43"
"4545","銘鈺","26000","747950","28.90","29.15","28.50","29.15","0.2000","14"
"4551","智伸科","64000","11419500","178.50","180.00","177.50","177.50","0.5000","56"
"4552","力達-KY","103000","3286100","32.10","32.10","31.85","31.95","-0.1000","61"
"4555","氣立","23000","1204100","52.10","52.60","52.00","52.60","0.4000","19"
"4557","永新-KY","19000","1427300","75.00","75.50","75.00","75.30","0.3000","13"
"4560","強信-KY","69000","2884600","41.85","42.00","41.60","41.80","0.0000","47"
"4562","穎漢","62000","1045250","16.95","16.95","16.75","16.85","0.1000","35"
"4564","元翎","195000","7791350","40.10","40.15","39.85","39.90","-0.2000","135"
"4566","時碩工業","62000","2809900","45.10","45.80","45.10","45.15","0.0500","48"
"4571","鈞興-KY","78000","7809200","100.00","100.50","99.60","100.50","0.5000","44"
"4572","駐龍","20000","1972200","98.80","98.80","98.30","98.30","-0.3000","20"
"4576","大銀微系統","229000","25609000","110.50","114.00","110.50","111.00","1.5000","191"
"4581","光隆精密-KY","2000","70250","35.15","35.15","35.10","35.10","0.0000","2"
"4720","德淵","270000","4090700","15.20","15.30","15.00","15.10","-0.0500","122"
"4722","國精化","243000","10464000","42.95","43.35","42.70","43.15","0.5000","152"
"4737","華廣","134000","10248000","76.50","77.30","75.30","76.10","-0.1000","98"
"4739","康普","21420000","3252823000","151.50","156.50","147.50","147.50","2.5000","13507"
"4746","台耀","466000","27304700","59.10","59.10","58.30","58.50","-0.2000","321"
"4755","三福化","6195000","782636000","126.00","129.50","123.50","129.00","1.0000","4238"
"4763","材料-KY","111000","11288500","100.00","103.00","100.00","102.50","2.6000","77"
"4764","雙鍵","33000","1955800","60.30","60.30","59.00","59.50","-0.5000","22"
"4766","南寶","35000","4900000","140.00","140.50","139.00","139.00","-0.5000","26"
"4770","上品","1528000","385848000","251.00","259.00","248.00","254.50","2.5000","1126"
"4807","日成-KY","85000","2342850","27.30","27.80","27.30","27.55","0.2000","40"
"4904","遠傳","3177000","202806200","63.90","64.00","63.60","63.90","0.1000","1212"
"4906","正文","3432000","102550050","30.00","30.25","29.70","29.75","0.1000","1762"
"4912","聯德控股-KY","168000","26801000","158.50","161.50","157.50","159.00","1.5000","121"
"4915","致伸","44200000","2624813000","59.70","60.90","58.00","58.40","0.4000","23855"
"4916","事欣科","1187000","38507750","32.20","32.80","32.15","32.30","0.4000","725"
"4919","新唐","25419000","3754827500","149.00","151.00","143.50","145.00","-0.5000","16289"
"4927","泰鼎-KY","18796000","2367719500","121.00","129.00","119.50","129.00","11.5000","8878"
"4930","燦星網","136000","3441200","25.20","25.45","25.20","25.30","0.1500","82"
"4934","太極","3511000","121769200","34.10","35.10","33.85","34.80","1.0500","1852"
"4935","茂林-KY","261000","20986400","80.00","80.80","79.90","80.60","1.1000","164"
"4938","和碩","4003000","274575400","68.50","68.70","68.20","68.70","0.2000","1818"
"4942","嘉彰","249000","11753450","47.10","47.45","47.05","47.35","0.3000","170"
"4943","康控-KY","479000","15895550","33.20","33.55","32.70","33.15","0.1500","315"
"4952","凌通","426000","29024500","68.00","68.40","67.90","67.90","0.4000","298"
"4956","光鋐","2295000","61406550","26.30","27.30","26.25","26.45","0.4500","1295"
"4958","臻鼎-KY","2652000","264996300","99.30","101.00","98.90","100.50","1.9000","1617"
"4960","誠美材","4034000","51981850","13.00","13.00","12.80","12.85","0.0000","1084"
"4961","天鈺","5130000","1457033500","283.50","287.00","281.50","282.00","1.0000","3776"
"4967","十銓","2038000","98049700","47.70","49.00","47.70","47.95","0.2500","1157"
"4968","立積","1398000","390056500","286.50","286.50","276.50","276.50","-6.0000","1225"
"4976","佳凌","1272000","89591900","71.40","71.40","69.60","69.70","-0.8000","840"
"4977","眾達-KY","55000","4699400","85.80","85.90","85.10","85.20","0.2000","49"
"4989","榮科","3317000","154156850","45.25","48.00","45.25","46.85","2.8500","2139"
"4994","傳奇","971000","60517800","65.00","65.00","61.10","61.40","-2.5000","713"
"4999","鑫禾","98000","3987950","40.80","40.95","40.55","40.60","-0.2000","85"
"5007","三星","23000","1314800","56.80","57.50","56.70","57.00","0.5000","18"
"5203","訊連","36000","3233000","90.20","90.20","89.50","89.70","-0.9000","33"
"5215","科嘉-KY","607000","48546500","77.40","81.80","77.40","81.00","3.9000","496"
"5222","全訊","900000","190397000","207.50","214.00","207.00","212.00","6.5000","715"
"5225","東科-KY","64000","1345150","21.20","21.35","20.90","21.25","0.0500","48"
"5234","達興材料","695000","89484500","131.50","131.50","127.00","128.50","-1.0000","489"
"5243","乙盛-KY","658000","43149800","66.20","66.20","65.20","65.40","0.3000","481"
"5258","虹堡","5824000","235947650","40.20","41.30","39.65","40.15","0.3500","3039"
"5269","祥碩","218000","393420000","1820.00","1830.00","1790.00","1790.00","-5.0000","209"
"5283","禾聯碩","46000","5421500","117.50","118.00","117.50","118.00","0.5000","36"
"5284","jpp-KY","32000","1431400","44.80","45.15","44.20","44.70","0.0000","19"
"5285","界霖","1269000","132918500","104.50","106.50","103.50","104.50","1.0000","908"
"5288","豐祥-KY","56000","8261000","147.50","148.50","146.00","148.50","1.0000","32"
"5388","中磊","2827000","197107800","67.60","70.40","67.60","69.70","2.3000","1723"
"5434","崇越","1326000","202934500","151.50","155.00","151.50","151.50","1.0000","857"
"5469","瀚宇博","1029000","45827000","44.45","44.70","44.40","44.60","0.4000","530"
"5471","松翰","953000","87735000","92.00","92.70","91.50","91.60","0.3000","690"
"5484","慧友","6000","96750","16.15","16.15","16.10","16.10","-0.2500","5"
"5515","建國","254000","3523700","13.90","13.95","13.80","13.90","0.0500","77"
"5519","隆大","352000","7454300","21.05","21.20","21.05","21.20","0.1000","138"
"5521","工信","489000","4102560","8.42","8.42","8.38","8.39","0.0100","215"
"5522","遠雄","1464000","90110600","62.20","62.20","61.40","61.40","-0.5000","658"
"5525","順天","40000","1124850","28.00","28.20","28.00","28.20","0.2000","31"
"5531","鄉林","424000","4664500","11.05","11.05","10.95","11.00","0.0000","170"
"5533","皇鼎","68000","1293000","18.95","19.10","18.95","19.10","0.1000","34"
"5534","長虹","131000","9431500","72.10","72.30","71.80","72.10","-0.2000","101"
"5538","東明-KY","162000","8507600","53.20","53.20","52.20","52.30","-0.7000","93"
"5546","永固-KY","137000","7940300","57.30","58.50","57.30","58.50","0.6000","21"
"5607","遠雄港","1630000","109750100","68.40","68.80","66.40","67.00","-1.1000","985"
"5608","四維航","6087000","288117350","48.05","48.20","46.85","46.85","-0.7500","3621"
"5706","鳳凰","105000","4493650","42.70","43.20","42.60","43.05","0.4000","78"
"5871","中租-KY","919000","231137000","250.00","252.50","250.00","252.50","1.5000","652"
"5871A","中租-KY甲特","21000","2122000","101.00","101.50","101.00","101.50","0.0000","19"
"5876","上海商銀","2547000","120545900","47.30","47.60","47.00","47.40","0.4000","1016"
"5880","合庫金","6519000","162980050","25.00","25.10","24.90","25.00","0.0500","1996"
"5906","台南-KY","13000","509200","38.30","40.50","38.30","40.50","2.0500","12"
"5907","大洋-KY","40000","719600","18.20","18.20","17.90","18.00","0.0500","30"
"6005","群益證","1832000","30252550","16.45","16.55","16.40","16.55","0.1500","498"
"6024","群益期","165000","6431500","38.90","39.00","38.90","39.00","0.1000","104"
"6108","競國","2964000","65548550","21.15","22.85","21.15","22.60","1.5000","1278"
"6112","聚碩","117000","4542850","39.00","39.00","38.60","38.85","0.1000","38"
"6115","鎰勝","37000","1578500","42.70","42.75","42.55","42.75","0.0500","29"
"6116","彩晶","19175000","329291150","17.40","17.40","17.00","17.15","-0.1000","5612"
"6117","迎廣","50000","860450","17.40","17.40","16.85","17.05","0.0000","26"
"6120","達運","6269000","89930600","14.30","14.55","14.15","14.35","0.0500","2371"
"6128","上福","29000","837050","28.90","28.90","28.80","28.80","-0.1000","25"
"6133","金橋","11396000","126194550","10.45","11.35","10.30","11.10","0.6500","1863"
"6136","富爾特","238000","4482750","18.85","18.95","18.75","18.85","0.1500","153"
"6139","亞翔","154000","4374200","28.35","28.45","28.35","28.45","0.1000","107"
"6142","友勁","738000","8470700","11.60","11.60","11.40","11.40","0.0000","204"
"6152","百一","1509000","17422900","11.50","11.75","11.35","11.55","0.2500","511"
"6153","嘉聯益","1459000","37178100","25.30","25.70","25.30","25.45","0.1500","694"
"6155","鈞寶","104000","2533450","24.30","24.50","24.25","24.35","0.0500","57"
"6164","華興","3902000","63899700","16.05","16.65","16.05","16.50","0.7000","1562"
"6165","浪凡","345000","13055450","37.60","38.25","37.60","37.70","0.1500","213"
"6166","凌華","100000","6263400","62.90","63.10","62.10","62.70","0.5000","58"
"6168","宏齊","4352000","120518000","27.25","28.00","27.15","27.45","0.5000","2291"
"6176","瑞儀","2641000","263991600","100.00","101.00","99.60","99.90","0.4000","1695"
"6177","達麗","157000","4721850","30.10","30.25","30.00","30.05","0.0000","86"
"6183","關貿","45000","2294900","50.80","51.10","50.80","51.00","0.2000","31"
"6184","大豐電","26000","1142500","43.95","44.10","43.90","43.90","-0.2000","13"
"6189","豐藝","142000","5812200","41.00","41.00","40.85","40.95","0.0500","113"
"6191","精成科","1652000","62114350","37.50","37.75","37.50","37.55","0.2500","948"
"6192","巨路","46000","3311200","72.20","72.20","71.90","72.10","-0.1000","27"
"6196","帆宣","6508000","1062441000","161.50","166.00","159.50","166.00","6.0000","4349"
"6197","佳必琪","413000","16222800","39.10","39.60","39.00","39.15","0.4000","269"
"6201","亞弘電","28000","1228850","43.50","44.00","43.50","44.00","0.5000","17"
"6202","盛群","1506000","162667500","107.50","109.00","107.00","108.00","1.5000","1029"
"6205","詮欣","11501000","858053700","76.20","77.00","73.20","74.60","-0.2000","6544"
"6206","飛捷","441000","35018800","79.50","80.60","78.70","79.20","-0.3000","339"
"6209","今國光","1748000","63537050","36.65","36.90","35.95","36.15","-0.0500","1060"
"6213","聯茂","13083000","1817836500","138.00","142.50","136.00","138.00","6.0000","7699"
"6214","精誠","190000","15984300","84.50","84.50","84.00","84.20","-0.2000","137"
"6215","和椿","230000","6759000","29.60","29.60","29.20","29.40","0.1000","103"
"6216","居易","233000","6443550","27.80","27.80","27.50","27.50","-0.3500","142"
"6224","聚鼎","1240000","158723500","124.50","129.50","124.50","129.00","5.0000","971"
"6225","天瀚","17000","118800","6.98","7.00","6.96","6.99","0.2700","11"
"6226","光鼎","6452000","105013800","16.05","16.45","16.05","16.05","0.1500","2115"
"6230","尼得科超眾","13000","2146500","165.50","166.00","164.00","166.00","0.5000","10"
"6235","華孚","25336000","896932650","37.70","37.70","34.50","34.50","-1.6000","11746"
"6239","力成","2080000","203650400","97.80","98.20","97.60","97.90","0.4000","1245"
"6243","迅杰","1626000","97173600","59.60","60.70","58.90","58.90","0.1000","1071"
"6251","定穎","2425000","54826800","22.75","22.85","22.50","22.55","-0.1000","1151"
"6257","矽格","1576000","92394800","58.50","58.90","58.30","58.80","0.6000","1012"
"6269","台郡","1109000","115603500","105.00","105.00","104.00","104.50","0.5000","664"
"6271","同欣電","3624000","1061943500","287.00","296.00","287.00","294.00","9.0000","2548"
"6277","宏正","52000","4230100","82.00","82.00","81.20","81.30","0.1000","48"
"6278","台表科","3793000","453587000","119.00","121.00","117.50","120.50","3.0000","2251"
"6281","全國電","38000","3121000","82.10","82.40","82.00","82.10","0.0000","35"
"6282","康舒","36711000","1338295300","36.50","37.25","35.80","36.35","1.1500","17418"
"6283","淳安","1015000","48004050","47.55","48.15","46.20","46.35","-0.7500","679"
"6285","啟碁","1379000","103507800","75.30","75.50","74.60","75.30","0.2000","871"
"6288","聯嘉","843000","22972500","27.35","27.50","27.00","27.40","0.1500","470"
"6289","華上","31000","77960","2.47","2.52","2.47","2.52","0.0500","11"
"6405","悅城","43000","1206050","28.20","28.35","27.80","28.05","-0.1500","35"
"6409","旭隼","97000","151785000","1560.00","1580.00","1545.00","1560.00","10.0000","94"
"6412","群電","384000","29921900","77.30","78.50","77.20","78.50","1.4000","298"
"6414","樺漢","1128000","252022000","225.50","226.50","220.50","225.00","1.0000","897"
"6415","矽力-KY","181000","873380000","4915.00","4925.00","4750.00","4800.00","-65.0000","180"
"6416","瑞祺電通","105000","10514400","101.00","101.00","99.80","100.50","0.8000","80"
"6426","統新","42000","3078700","73.50","74.60","73.00","73.30","0.1000","34"
"6431","光麗-KY","53000","1533850","29.10","29.10","28.80","28.80","-0.4000","34"
"6438","迅得","1025000","111246000","109.50","110.00","107.50","108.50","-1.0000","636"
"6442","光聖","16000","566100","35.50","35.65","35.10","35.30","-0.2000","13"
"6443","元晶","19821000","833212950","42.30","42.70","41.60","41.60","-0.3000","9956"
"6449","鈺邦","73000","4130500","56.40","57.00","56.30","56.90","0.3000","38"
"6451","訊芯-KY","129000","11883100","92.50","92.50","91.80","92.00","-0.1000","98"
"6456","GIS-KY","1073000","110151500","102.50","103.00","102.00","102.50","0.0000","714"
"6464","台數科","72000","6684400","93.00","93.20","92.50","93.10","-0.2000","44"
"6477","安集","11300000","572031650","51.20","51.90","49.70","50.20","0.9000","6366"
"6491","晶碩","1243000","497573000","414.50","414.50","394.00","396.50","-18.0000","1152"
"6504","南六","48000","5425500","113.50","113.50","112.50","113.50","0.0000","44"
"6505","台塑化","1047000","100463200","95.30","96.20","95.30","96.20","1.2000","608"
"6515","穎崴","318000","124112500","392.00","396.50","387.00","387.00","-2.0000","258"
"6525","捷敏-KY","216000","19640200","91.00","91.50","90.50","90.70","0.4000","178"
"6531","愛普*","5052000","2534031000","495.00","510.00","494.00","499.00","12.0000","4119"
"6533","晶心科","1209000","647218000","532.00","545.00","527.00","533.00","10.0000","1022"
